Sequence id		%				Total %
0			0.4105325057816608		0.4105325057816608
1			0.2625961139333083		0.6731286197149691
2			0.1382805242039098		0.8114091439188789
3			0.06365262596113934		0.8750617698800182
5			0.027282520606431975		0.9023442904864502
4			0.026664821806250124		0.9290091122927002
6			0.02141685279990512		0.9504259650926054
7			0.013614081556007986		0.9640400466486133
8			0.00732343697495602		0.9713634836235693
9			0.0035727698602518233		0.9749362534838211
10			0.0023620802118953965		0.9772983336957165
11			0.0018975707141586449		0.9791959044098751
12			0.0016554327844873595		0.9808513371943625
13			0.0011118578403273309		0.9819631950346898
14			0.0009833764898895061		0.9829465715245793
15			0.0008647783202545907		0.9838113498448339
16			0.0007610049218240399		0.9845723547666579
18			0.0006918226562036726		0.9852641774228617
20			0.000681939475400763		0.9859461168982624
23			0.000681939475400763		0.9866280563736631
17			0.000657231523393489		0.9872852878970566
21			0.0006424067521891246		0.9879276946492457
19			0.0006424067521891246		0.9885701014014348
26			0.0005929908481745765		0.9891630922496093
24			0.0005781660769702121		0.9897412583265796
22			0.0005633413057658477		0.9903045996323454
25			0.0005238085825542093		0.9908284082148996
27			0.0005139254017512997		0.9913423336166509
28			0.00050404222094839		0.9918463758375993
31			0.0004645094977367516		0.9923108853353361
30			0.0004496847265323872		0.9927605700618685
33			0.0004496847265323872		0.9932102547884009
29			0.00041509359372220357		0.993625348382123
32			0.00039532723211638433		0.9940206756142395
35			0.0003557945089047459		0.9943764701231442
34			0.0003557945089047459		0.994732264632049
36			0.00031132019529165266		0.9950435848273407
37			0.00028167065288292386		0.9953252554802235
38			0.00027178747208001425		0.9955970429523036
39			0.00025696270087564985		0.9958540056531792
42			0.000227313158466921		0.9960813188116461
43			0.0002124883872625566		0.9962938071989086
41			0.00020754679686110178		0.9965013539957697
40			0.00020260520645964697		0.9967039592022293
44			0.00019272202565673736		0.9968966812278861
45			0.00017295566405091815		0.9970696368919371
47			0.0001185981696349153		0.997188235061572
49			0.0001136565792334605		0.9973018916408054
51			0.0001136565792334605		0.9974155482200389
46			0.00010377339843055089		0.9975193216184695
50			9.883180802909608e-05		0.9976181534264985
48			9.883180802909608e-05		0.9977169852345276
55			9.389021762764127e-05		0.9978108754521552
56			7.906544642327686e-05		0.9978899408985785
52			7.906544642327686e-05		0.9979690063450019
59			7.412385602182207e-05		0.9980431302010236
57			6.918226562036726e-05		0.998112312466644
62			6.918226562036726e-05		0.9981814947322644
54			6.918226562036726e-05		0.9982506769978847
53			5.929908481745765e-05		0.9983099760827022
107			4.447431361309324e-05		0.9983544503963153
60			4.447431361309324e-05		0.9983989247099284
72			3.953272321163843e-05		0.9984384574331401
136			3.953272321163843e-05		0.9984779901563517
90			3.459113281018363e-05		0.998512581289162
65			3.459113281018363e-05		0.9985471724219722
64			2.9649542408728826e-05		0.9985768219643809
66			2.9649542408728826e-05		0.9986064715067896
95			2.9649542408728826e-05		0.9986361210491983
84			2.9649542408728826e-05		0.998665770591607
93			2.9649542408728826e-05		0.9986954201340157
116			2.9649542408728826e-05		0.9987250696764244
148			2.9649542408728826e-05		0.9987547192188331
94			2.470795200727402e-05		0.9987794271708403
61			2.470795200727402e-05		0.9988041351228476
87			2.470795200727402e-05		0.9988288430748549
92			2.470795200727402e-05		0.9988535510268621
98			2.470795200727402e-05		0.9988782589788694
145			2.470795200727402e-05		0.9989029669308767
119			2.470795200727402e-05		0.9989276748828839
91			2.470795200727402e-05		0.9989523828348912
68			2.470795200727402e-05		0.9989770907868984
80			2.470795200727402e-05		0.9990017987389057
108			1.9766361605819215e-05		0.9990215651005115
109			1.9766361605819215e-05		0.9990413314621174
86			1.9766361605819215e-05		0.9990610978237232
120			1.9766361605819215e-05		0.999080864185329
121			1.9766361605819215e-05		0.9991006305469349
126			1.9766361605819215e-05		0.9991203969085407
73			1.9766361605819215e-05		0.9991401632701465
